incident_id,source_system,operation,sequence,wave_number,announced_utc,probable_launch_time,incident_day,target_text,landing_countries,target_country_guess,weapon_payload,ballistic_flag,drone_flag,cruise_flag,cluster_flag,target_energy_flag,target_port_flag,target_industrial_flag,target_military_flag,target_lat,target_lon,source_urls,description
tp4_33,tp4_osint_repo,tp4,33,33,2026-03-09T19:00:00Z,2026-03-09T18:30:00Z,2026-03-09,Tel Aviv (10+ missile impacts reported); US Navy 5th Fleet base; Sdot Micha satellite communications center (reportedly destroyed by drones),IL | BH,Israel,Large numbers of solid-fuel Khaibar Shekan missiles with one-ton warheads; IRGC Aerospace Force drones,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.07,34.77,https://defencetalks.com/iran-irgc-one-ton-warhead-missiles-operation-true-promise/,"Thirty-third wave of Operation True Promise 4. Day 10 (March 9), late evening. Codename ""At Your Service, Khamenei."" Heaviest wave of the day. Large numbers of solid-fuel Khaibar Shekan missiles with one-ton warheads launched at Tel Aviv — 10+ impacts reported. IRGC Aerospace Force drones reportedly destroyed Sdot Micha satellite communications center south of Tel Aviv. US Navy 5th Fleet base also targeted with precision-guided missiles. IRGC Ruhollah Corps intercepted a cruise missile over central Iran and destroyed an Orbiter-4 drone over Isfahan. Following this wave, IRGC Aerospace Force commander BG Majid Mousavi announced that Iran will henceforth only launch missiles with warheads weighing at least one metric ton, roughly doubling the explosive mass of previous payloads."
tp4_34,tp4_osint_repo,tp4,34,34,2026-03-09T17:00:00Z,2026-03-09T16:30:00Z,2026-03-09,Ramle (kindergarten and infrastructure hit); Mateh Yehuda Regional Council (open area); claimed target: IDF Home Front Command HQ (Rehavam Base) in Ramle; claimed target: satellite communications station in Haela Valley near Beit Shemesh,IL,,Long-range missiles (type unspecified),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.93,34.87,https://www.timesofisrael.com/hezbollah-missile-fire-wounds-16-damages-daycare-infrastructure-in-central-israel/,"Thirty-fourth wave of Operation True Promise 4. Day 10 (March 9), evening. Hezbollah long-range missile barrage targeting central Israel. 16 lightly wounded in Ramle including from kindergarten hit. Hezbollah claimed targets were IDF Home Front Command HQ (Rehavam Base) in Ramle and satellite communications station in Haela Valley near Beit Shemesh."
tp4_35,tp4_osint_repo,tp4,35,35,2026-03-10T01:00:00Z,2026-03-10T00:30:00Z,2026-03-10,"Yehud (construction site — primary impact, 1 killed, 2 seriously wounded); Or Yehuda; Holon; Bat Yam; Rishon Letzion (1 moderately wounded)",IL,,Ballistic missile with cluster warhead; submunitions dispersed across 6+ sites,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.03,34.89,https://www.timesofisrael.com/1-dead-2-seriously-wounded-as-iranian-cluster-bomb-warhead-hits-central-israel/ | https://www.zerohedge.com/geopolitical/iran-hails-deadly-cluster-bomb-central-israel-first-wave-under-new-ayatollah | https://www.timesofisrael.com/liveblog-march-11-2026/,"Thirty-fifth wave of Operation True Promise 4. Day 11 (March 10), overnight. IRGC launched ballistic missile with cluster warhead at central Israel. Submunitions scattered across at least six sites in Yehud, Or Yehuda, Holon, Bat Yam, and Rishon Letzion. One man killed at construction site in Yehud, two men seriously wounded at same site. Woman moderately wounded by debris in Rishon Letzion. Iranian state broadcaster IRIB hailed this as the 'first wave of missiles under Mojtaba Khamenei towards occupied territories.'"
tp4_36,tp4_osint_repo,tp4,36,36,2026-03-10T00:15:00Z,2026-03-09T23:45:00Z,2026-03-10,Qatar — likely targeting Al Udeid Air Base and other US military facilities,QA,Qatar,17 ballistic missiles and 6 drones,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.12,51.31,https://www.aljazeera.com/video/newsfeed/2026/3/9/qatar-releases-video-of-interception-of-iranian-missiles | https://www.aa.com.tr/en/middle-east/qatar-says-65-ballistic-missiles-12-drones-intercepted-in-iranian-retaliatory-strikes-8-injured/3844496,Thirty-sixth wave of Operation True Promise 4. Day 11 (March 10). IRGC launched 17 ballistic missiles and 6 drones at Qatar. Qatar Armed Forces successfully intercepted all incoming projectiles with no casualties or damage reported. Part of ongoing Iranian targeting of Gulf States hosting US military assets. Qatari Ministry of Defence released video of interceptions.
tp4_37,tp4_osint_repo,tp4,37,37,2026-03-10T09:30:00Z,2026-03-10T09:15:00Z,2026-03-10,"Jerusalem area; Beit Shemesh area. Sirens across Jerusalem, West Bank, and southern Israel.",IL,Israel,Ballistic missiles targeting Jerusalem/Beit Shemesh area,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.77,35.21,https://www.timesofisrael.com/liveblog-march-10-2026/ | https://www.aljazeera.com/news/2026/3/10/iran-war-what-is-happening-on-day-11-of-us-israel-attacks,"Thirty-seventh wave of Operation True Promise 4. Day 11 (March 10), daytime. Iranian ballistic missile barrage targeting Jerusalem and Beit Shemesh area. Sirens sounded across Jerusalem, West Bank, and parts of southern Israel. Reports of impacts in Beit Shemesh area. Magen David Adom initially reported no injuries. Concurrent with Hezbollah rocket fire on Haifa Bay area. Tentative reports of fires near impact sites."
tp4_38,tp4_osint_repo,tp4,38,38,2026-03-10T10:00:00Z,2026-03-10T06:00:00Z,2026-03-10,Haifa oil and gas refinery; fuel storage tanks,IL,Israel,Drones targeting Haifa oil/gas infrastructure,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,32.79,35,https://www.aljazeera.com/news/liveblog/2026/3/10/iran-war-live-trump-says-conflict-will-be-over-soon-40-killed-in-tehran,Thirty-eighth wave of Operation True Promise 4. Day 11 (March 10). Iranian army announced drone attack targeting Israeli oil and gas refinery and fuel tanks in Haifa. Concurrent with ballistic missile barrage on Jerusalem area (wave 37) and Hezbollah rocket fire on Haifa Bay.
tp4_39,tp4_osint_repo,tp4,39,39,2026-03-10T17:51:00Z,2026-03-10T17:40:00Z,2026-03-10,Central Israel; open area near Beit Shemesh. Sirens across central Israel.,IL,Israel,Ballistic missile(s) targeting central Israel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.75,34.99,https://www.timesofisrael.com/liveblog-march-10-2026/,"Thirty-ninth wave of Operation True Promise 4. Day 11 (March 10), evening. Fifth Iranian missile salvo of the day. Ballistic missile targeting central Israel. Sirens sounded across central Israel. One missile struck an open area near Beit Shemesh. No injuries reported. MDA confirmed no casualty reports."
tp4_40,tp4_osint_repo,tp4,40,40,2026-03-10T22:51:00Z,2026-03-10T22:35:00Z,2026-03-10,"Central Israel; Jerusalem area; northern Israel. Sirens across central Israel, Jerusalem, northern Israel, and parts of the West Bank.",IL,Israel,Ballistic missiles targeting central Israel and Jerusalem area,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.95,35,https://www.timesofisrael.com/liveblog-march-11-2026/,"Fortieth wave of Operation True Promise 4. Day 12 (March 11), overnight. Small number of ballistic missiles launched at Israel. Sirens sounded across central Israel, Jerusalem area, northern Israel, and parts of the West Bank starting at 00:51 local time. Missiles were intercepted or allowed to impact open areas. IDF confirmed no injuries or direct impacts on populated areas. Consistent with IRGC's announced shift to heavier warheads (1+ ton) with reduced salvo frequency."
tp4_41,tp4_osint_repo,tp4,41,41,2026-03-11T11:45:00Z,2026-03-11T11:30:00Z,2026-03-11,Central Israel and northern Israel. Sirens in central and northern Israel. At least one missile reportedly reached Tel Aviv area.,IL,Israel,"Ballistic missiles with heavy, multi-warhead projectiles targeting central and northern Israel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.timesofisrael.com/liveblog-march-11-2026/ | https://www.aljazeera.com/news/2026/3/11/iran-israel-war-live,"Forty-first wave of Operation True Promise 4. Day 12 (March 11), afternoon. After a nine-hour pause, IRGC launched a fresh ballistic missile salvo from Iran targeting central and northern Israel at approximately 1:45 PM local time. Al Jazeera reported heavy, multi-warhead projectiles with interceptions observed over Israel. At least one missile reportedly reached the Tel Aviv area. Sirens sounded in central and northern Israel."
308313d6-ebf0-40e9-9740-6326e752d700,tp4_osint_repo,tp4,42,42,2026-03-11T21:30:00Z,2026-03-11T21:15:00Z,2026-03-11,"Central Israel from Netanya to Ashdod. Multiple salvos targeting Tel Aviv metropolitan area and surrounding cities. Also targeted US bases in Kuwait and Bahrain, and Gulf state infrastructure in Qatar, Saudi Arabia, and UAE.",IL | KW | BH | QA | SA | AE,Bahrain | Israel | Kuwait | Qatar | Saudi Arabia | United Arab Emirates,"Multiple salvos of ballistic missiles including Khorramshahr-4 heavy missiles with 1.5-ton warheads, Fattah hypersonic missiles, and Kheibar Shekan missiles. Cluster munition warheads confirmed on approximately half of missiles. Coordinated with Hezbollah rockets and drones from Lebanon.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.haaretz.com/israel-news/israel-security/2026-03-11/ty-article/sleepless-in-tel-aviv-iranian-missiles-trigger-consecutive-overnight-sirens/0000019c-dbb3-d3be-a7fd-fff339a00000 | https://www.timesofisrael.com/liveblog-march-11-2026/ | https://www.aljazeera.com/news/2026/3/11/iran-war-what-is-happening-on-day-12-of-us-israel-attacks | https://www.euronews.com/2026/03/11/iran-unleashes-intense-waves-of-strikes-across-gulf-as-hormuz-crisis-deepens,"Forty-second wave of Operation True Promise 4. Day 13 (March 12), overnight into Wednesday. IRGC announced its 'most intense and heaviest operation' since the start of the war. Multiple ballistic missile salvos fired at Israel throughout the night, triggering sirens in central Israel at approximately 11:30 PM (March 11), 12:50 AM, 3:40 AM, and 4:40 AM (March 12). Coordinated with Hezbollah, which launched approximately 150 rockets at northern Israel. Khorramshahr-4 heavy ballistic missiles confirmed alongside Fattah hypersonic and Kheibar Shekan missiles. Cluster munition warheads deployed; two construction workers killed in Yehud (east of Tel Aviv) by submunitions from a cluster-equipped missile that penetrated defences. Iran also targeted US bases in Kuwait and Bahrain and struck at Gulf state targets including Qatar, Saudi Arabia, and the UAE. Israeli media reported all missiles intercepted, though cluster submunitions caused casualties on the ground."
5da7aac6-82b8-4dc2-b14d-e66b626d7d5a,tp4_osint_repo,tp4,43,43,2026-03-12T10:00:00Z,2026-03-12T09:45:00Z,2026-03-12,"US Fifth Fleet base, other US military bases in the region, strategic targets deep inside Tel Aviv. Sirens across central Israel.",IL | BH | IQ,Israel,"Khorramshahr-4 (pinpoint, twin warhead), Qadr (multi-warhead), Emad (precision), Kheibar Shekan ballistic missiles, and fleet of attack drones",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.timesofisrael.com/liveblog-march-12-2026/,"Forty-third wave of Operation True Promise 4. Day 13 (March 12), daytime continuation. IRGC launched Khorramshahr-4 (pinpoint, twin warhead), Qadr (multi-warhead), Emad (precision), and Kheibar Shekan ballistic missiles with a fleet of attack drones targeting the US Fifth Fleet base, other US military bases in the region, and strategic targets deep inside Tel Aviv. Dedicated to the memory of Hossein Salami and martyrs of previous campaigns. Continues the pattern of 6 salvos on March 12; sirens sounded across central Israel. No casualties reported from daytime attacks. A teenage girl in Rehovot was fatally struck by a vehicle while rushing to shelter during one of the day's attacks (sirens did not go off in her city)."
76f983f7-6c61-4296-9d7e-96dc38b332ff,tp4_osint_repo,tp4,44,44,2026-03-13T06:00:00Z,2026-03-13T05:45:00Z,2026-03-13,"Kiryat Shmona, Hadera, Haifa in northern Israel. US Fifth Fleet, US bases in Manama (Bahrain), Erbil (Iraq), and Muwaffaq Salti Air Base (Jordan).",IL | BH | IQ | JO,Bahrain | Iraq | Israel | Jordan,"Khorramshahr-4 (heavy BM, dual/multi-warhead), Emad (one-ton warheads), Qadr, Kheibar Shekan ballistic missiles, and attack drones",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.81,35,https://www.timesofisrael.com/liveblog-march-13-2026/,"Forty-fourth wave of Operation True Promise 4. Day 14 (March 13). IRGC targeted Kiryat Shmona, Hadera, and Haifa in northern Israel, plus the US Fifth Fleet and US bases in Bahrain and Erbil, Iraq. Also targeted Muwaffaq Salti Air Base in Jordan. Weapons included Khorramshahr-4 (heavy BM, dual/multi-warhead), Emad (one-ton warheads), Qadr, Kheibar Shekan, and attack drones. First of 7 attacks that hit Israel on March 13. Iranian media claimed a US KC-135 aerial refueling aircraft was targeted and shot down in western Iraq (unverified)."
550f7d40-03e2-4076-b7ae-90082ee7ba76,tp4_osint_repo,tp4,45,45,2026-03-13T14:00:00Z,2026-03-13T13:45:00Z,2026-03-13,"Haifa, Caesarea, Zar'it and Shlomi settlements, Holon military-industrial complex. US bases at Al Dhafra (UAE) and Iraqi Kurdistan.",IL | AE | IQ,Iraq | Israel | United Arab Emirates,Precision solid-fuel Kheibar Shekan ballistic missiles,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.81,35,https://www.timesofisrael.com/liveblog-march-13-2026/,"Forty-fifth wave of Operation True Promise 4. Day 14 (March 13), afternoon. Precision solid-fuel Kheibar Shekan ballistic missiles targeting infrastructure of the Israeli Northern Command and US force gathering points. Specific targets: Haifa, Caesarea, settlements of Zar'it and Shlomi, and the Holon military-industrial complex. Also targeted US bases at Al Dhafra (UAE) and Iraqi Kurdistan. Carried out in coordination between IRGC, IRGC Navy, Iranian Army drone units, and Hezbollah. Hezbollah simultaneously launched approximately 150 rockets at northern Israel."
91a03c3c-63d0-4f0b-a6ce-0b456169460b,tp4_osint_repo,tp4,46,46,2026-03-13T18:33:00Z,2026-03-13T18:20:00Z,2026-03-13,"Seven sites in Tel Aviv, two in Rishon LeZion, one in Shoham. Three US force locations: King Sultan base (SA), Victory base (IQ), base in Iraqi Kurdistan. Over ten Israeli army commander hideouts targeted per IRGC.",IL | SA | IQ,Iraq | Israel,"Khorramshahr-4, Kheibar Shekan, and Emad ballistic missiles. At least one missile carried cluster bomb warhead. IDF reports ~50% of Iranian BMs in this war carry cluster warheads.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,IDF investigating impacts in central Israel after cluster bomb warhead BM. Reports ~50% of Iranian missiles carry cluster warheads. | https://www.timesofisrael.com/liveblog-march-13-2026/,"Forty-sixth wave of Operation True Promise 4. Day 14 (March 13), evening at 8:33 PM Israel time. IRGC launched Khorramshahr-4, Kheibar Shekan, and Emad ballistic missiles with confirmed cluster bomb warhead. Targeted seven sites in Tel Aviv, two in Rishon LeZion, and one in Shoham. Also targeted three US force commander locations including King Sultan base (Saudi Arabia), Victory base (Iraq), and a base in Iraqi Kurdistan. Cluster munition impacts: roof fire in Shoham (dozens evacuated), empty school hit and cars damaged in Rishon Lezion, highway crater in central Israel, building fire in Holon, submunition impacts at Mishmar Hashiva. IDF reported half of Iranian missiles in the war carried cluster warheads. Dedicated to martyrs Ali Rashid and Mohammad Bagheri."
d9626f9a-10e8-47b8-97c0-7f6cceb37269,tp4_osint_repo,tp4,47,47,2026-03-13T21:13:00Z,2026-03-13T21:00:00Z,2026-03-13,"Negev Desert, Beersheba, Nevatim airbase. US Al-Udeid airbase in Qatar. Sirens near Beersheba and central Israel.",IL | QA,Israel | Qatar,Kheibar Shekan solid-fuel and Qadr liquid-fuel ballistic missiles,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.25,34.79,IDF confirmed no injuries from seventh attack of March 13. | https://www.timesofisrael.com/liveblog-march-13-2026/,"Forty-seventh wave of Operation True Promise 4. Day 14 (March 13), late night. Seventh and final Iranian attack of March 13. IRGC launched Kheibar Shekan solid-fuel and Qadr liquid-fuel missiles targeting the Negev Desert, Beersheba, and Nevatim airbase. Also targeted the US Al-Udeid airbase in Qatar. Sirens sounded near Beersheba at 11:13 PM Israel time, with an additional launch detected toward central Israel at 11:19 PM. Medics reported no injuries at 11:51 PM; IDF assessed a small number of missiles were intercepted or struck open areas."
7e5cba2b-1b80-4c4a-bfa3-f98bb2fdf415,tp4_osint_repo,tp4,48,48,2026-03-14T13:43:00Z,2026-03-14T13:30:00Z,2026-03-14,"Galilee, occupied Golan Heights, Haifa, Eilat (10 impact sites from fragmenting warhead), central Israel (Lod/Ness Ziona area), Jerusalem. US military bases. Hezbollah rockets at Western Galilee / Nahariya / Gronot HaGalil / Ma'alot-Tarshiha.",IL,Israel,"Solid-fuel Kheibar Shekan, liquid-fuel Qadr ballistic missiles, and attack drones. At least one missile with fragmenting/cluster warhead (Eilat strike and Lod/Ness Ziona).",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.56,34.95,IDF detected multiple ballistic missile launches from Iran throughout the day. | https://www.timesofisrael.com/liveblog-march-14-2026/ | https://www.ynetnews.com/category/3089,"Forty-eighth wave of Operation True Promise 4. Day 15 (March 14). IRGC launched solid-fuel Kheibar Shekan, liquid-fuel Qadr missiles, and attack drones targeting Israeli military sites in the Galilee, occupied Golan Heights, and Haifa, plus US military bases. Multiple salvos throughout the day (at least 5 since midnight). Major impact event: missile with fragmenting/cluster warhead struck Eilat at ~3:43 PM Israel time, causing ten impact sites — 12-year-old boy moderately injured by glass shards, 39-year-old man and one other person lightly injured by shrapnel. Central Israel: fragmenting missile hit Lod/Ness Ziona area with no injuries. Jerusalem targeted with interceptions, no casualties. Western Galilee sirens for suspected Hezbollah drone infiltration at Nahariya. Hezbollah claimed targeting settlements in Gronot HaGalil and Israeli air defense system in Ma'alot-Tarshiha. Coordinated with Hezbollah."
398dee7d-520a-4b2e-b780-0100cf397213,tp4_osint_repo,tp4,49,49,2026-03-14T18:00:00Z,2026-03-14T17:45:00Z,2026-03-14,"Al-Dhafra Air Base UAE (Patriot radars, control towers, hangars), Sheikh Isa Air Base Bahrain, Al-Udeid Air Base Qatar (helicopter base).",AE | BH | QA,Bahrain | Qatar | United Arab Emirates,"Missiles, drones, and loitering munitions targeting US air base infrastructure including Patriot radar systems, control towers, and hangars.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.25,54.55,https://jamejamonline.ir/fa/news/1546173 | https://fa.shafaqna.com/news/2230450/ | https://fararu.com/fa/news/956046/,"Forty-ninth wave of Operation True Promise 4. Day 15 (March 14), evening. IRGC Navy targeted US military bases with missiles, drones, and loitering munitions. Struck Al-Dhafra base (targeting Patriot radars, control towers, hangars), Sheikh Isa base in Bahrain, and Al-Udeid helicopter base in Qatar. Focused exclusively on US regional military infrastructure."
7927dee3-4466-4c6c-af2d-d8cc9b836e4d,tp4_osint_repo,tp4,50,50,2026-03-14T20:06:00Z,2026-03-14T19:30:00Z,2026-03-14,"Al-Dhafra Air Base (UAE), Fujairah (UAE), Jufair / US Fifth Fleet HQ (Bahrain), Ali Al-Salem Air Base (Kuwait), Al-Azraq Air Base (Jordan), plus early-warning radars in the region.",AE | BH | KW | JO,Bahrain | Jordan | Kuwait | United Arab Emirates,Precision-guided and loitering drones (IRGC Aerospace Force). Drones conducted ISR before striking targets.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.25,54.55,https://wanaen.com/irgc-announces-50th-wave-of-operation-true-promise-4-targeting-u-s-bases/ | https://www.tabnak.ir/fa/news/1362897,"Fiftieth wave of Operation True Promise 4. Day 15 (March 14), late evening. IRGC Aerospace Force deployed precision-strike and loitering drones against six US military facilities: Al-Dhafra and Fujairah (UAE), Jufair/Fifth Fleet HQ (Bahrain), Ali Al-Salem (Kuwait), and Al-Azraq (Jordan), plus early-warning radar systems protecting Israel. Drones conducted reconnaissance before executing precision strikes. Dedicated to fallen IRGC commanders Ali Shadmani and Hossein Hamedani."
bf953f5c-379e-4857-b403-a19f392bd172,tp4_osint_repo,tp4,51,51,2026-03-14T20:40:00Z,2026-03-14T20:30:00Z,2026-03-14,"Al-Kharj Air Base, Saudi Arabia. IRGC described it as hosting F-35, F-16, AWACS (E-3 Sentry), and aerial refueling aircraft used in operations against Iran.",SA,Iran | Saudi Arabia,Combined launch of solid-fuel and liquid-fuel ballistic missiles.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.06,47.58,https://www.presstv.ir/Detail/2026/03/14/765382/IRGC-strikes-US-run-al-Kharj-air-base-in-wave-51-of-retaliation- | https://wanaen.com/irgc-announces-51st-wave-of-operation-true-promise-4-targeting-al-kharj-base/,"Fifty-first wave of Operation True Promise 4. Day 15 (March 14), late night ~22:40 local. Combined launch of solid-fuel and liquid-fuel ballistic missiles targeting Al-Kharj Air Base in Saudi Arabia, described by IRGC as a key hub for US operations against Iran hosting F-35, F-16, AWACS (E-3 Sentry), and aerial refueling aircraft. Dedicated to fallen IRGC commander Abolghasem Babaeian and his wife."
9cac3d41-f236-43c2-9c55-9c34563c1708,tp4_osint_repo,tp4,52,52,2026-03-15T03:00:00Z,2026-03-15T02:45:00Z,2026-03-15,"Harir Air Base (Iraq), Ali Al-Salem Air Base (Kuwait), Camp Arifjan (Kuwait), Tel Aviv industrial zones.",IL | IQ | KW,Iraq | Israel | Kuwait,Heavy missiles targeting Israeli industrial areas; missiles and/or drones targeting US troop assembly centers.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32.09,34.78,https://ilkha.com/english/world/iran-announces-52nd-wave-of-strikes-vows-relentless-pursuit-of-benjamin-netanyahu-518284 | https://www.trtworld.com/article/5dc65b5bfbcb,"Fifty-second wave of Operation True Promise 4. Day 16 (March 15), early morning. IRGC targeted US military installations including troop assembly centers at Harir Air Base (Iraq), Ali Al-Salem Air Base (Kuwait), and Camp Arifjan (Kuwait). Also struck Tel Aviv industrial zones with heavy missiles. IRGC threatened Netanyahu: 'if he is still alive, we will continue pursuing and killing him with full force.'"
bee81191-9d32-4a38-a60b-a7d0a203a246,tp4_osint_repo,tp4,53,53,2026-03-15T06:22:00Z,2026-03-15T06:00:00Z,2026-03-15,"Al-Dhafra Air Base (UAE), Israeli regional command-and-control centers, Israeli home-front management facilities.",AE | IL,Israel | United Arab Emirates,"10 Fattah hypersonic missiles, Ghadr liquid-fuel missiles, and explosive drones.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.25,54.55,https://www.islamtimes.com/en/news/1269334/irgc-launches-53rd-wave-of-operation-true-promise-4 | https://news.az/news/irgc-the-53rd-wave-of-operation-true-promise-4-has-been-carried-out | https://www.middleeasteye.net/live-blog/live-blog-update/iran-launches-new-wave-strikes-against-us-israeli-targets,"Fifty-third wave of Operation True Promise 4. Day 16 (March 15), morning at ~06:22 UTC. IRGC fired 10 Fattah hypersonic missiles, Ghadr missiles, and explosive drones at Al-Dhafra Air Base (UAE) and Israeli regional command-and-control and home-front management facilities. Dedicated to 84 martyred sailors of Iranian navy vessel Dena. IRGC stated 'continuous and crushing attacks will continue until the aggressor is punished and surrenders.'"
fcb53717-4a6b-4720-b882-442bf837660b,tp4_osint_repo,tp4,54,54,2026-03-15T12:00:00Z,2026-03-15T11:30:00Z,2026-03-15,"Israeli decision-making and command centers, military and defense infrastructure, troop concentrations in occupied territories.",IL,Israel,"Sejjil solid-fuel ballistic missiles (first TP4 use), Khorramshahr super-heavy missiles (2-ton warhead), Kheibar-shekan, Qadr, and Emad ballistic missiles.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.tasnimnews.com/ | https://shafaq.com/ | https://www.palestinechronicle.com/ | https://theindianawaaz.com/,"Fifty-fourth wave of Operation True Promise 4. Day 16 (March 15). First reported use of the Sejjil solid-fuel ballistic missile in TP4. IRGC also deployed Khorramshahr (2-ton warhead), Kheibar-shekan, Qadr, and Emad missiles targeting Israeli decision-making centers, military infrastructure, and troop concentrations. Missile fragments struck a Tel Aviv building linked to the US consulate. Sirens reported in Tel Aviv, Herzliya, and 140+ other locations."
tp4_55,tp4_osint_repo,tp4,55,55,2026-03-15T22:30:00Z,2026-03-15T22:15:00Z,2026-03-15,"Israel (general). Small number of missiles, likely intercepted. No injuries.",IL,Israel,Ballistic missiles targeting Israel. Specific type unconfirmed. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.5,34.8,,"Fifty-fifth wave of Operation True Promise 4. Day 17 (March 16 IST). Early morning ballistic missile attack targeting Israel shortly after midnight local time. Small number of missiles launched, likely intercepted. No injuries reported. First Israel-targeting salvo since midnight March 16 IST."
tp4_56,tp4_osint_repo,tp4,56,56,2026-03-16T00:56:00Z,2026-03-16T00:40:00Z,2026-03-16,"Beersheba and southern Israel. Sirens sounded in Beersheba. Small number of missiles, likely intercepted. No injuries.",IL,Israel,Ballistic missiles targeting Israel. Specific type unconfirmed. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.25,34.79,,"Fifty-sixth wave of Operation True Promise 4. Day 17 (March 16). Ballistic missile attack targeting Beersheba and southern Israel in the early morning hours. Sirens sounded in Beersheba. Small number of missiles, likely intercepted. No injuries reported."
tp4_57,tp4_osint_repo,tp4,57,57,2026-03-16T08:35:00Z,2026-03-16T08:15:00Z,2026-03-16,Central Israel. Home damaged by cluster bomb submunitions. Multiple impact sites across central Israel.,IL,Israel,Ballistic missiles with cluster munition warhead. Specific missile type unconfirmed but consistent with prior cluster warhead use on Khorramshahr-4 or Emad variants.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.timesofisrael.com/liveblog-march-16-2026/,Fifty-seventh wave of Operation True Promise 4. Day 17 (March 16). Ballistic missile attack on central Israel with at least one missile carrying cluster munition warhead. Home in central Israeli town damaged by cluster bomb submunitions. Multiple impact sites reported across central Israel. No injuries reported.
tp4_58,tp4_osint_repo,tp4,58,58,2026-03-16T10:30:00Z,2026-03-16T10:10:00Z,2026-03-16,"Central and southern Israel. Shrapnel impacts in Rishon Lezion, Ramle, Bnei Brak. Homes damaged in Tel Aviv-Yafo, Beit Shemesh, Ramat Gan, Bnei Brak, and Shoham (serious home damage). Route 431 partially closed.",IL,Israel,Ballistic missiles with cluster munition warheads. Shrapnel and submunitions struck residential areas in central Israel.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.jpost.com/israel-news/defense-news/article-889920 | https://www.timesofisrael.com/liveblog-march-16-2026/,"Fifty-eighth wave of Operation True Promise 4. Day 17 (March 16). Midday ballistic missile barrage targeting central and southern Israel with cluster munitions. Shrapnel hits reported in Rishon Lezion, Ramle, and Bnei Brak. Two men wounded with light injuries. A woman in Rishon Lezion was lightly injured after touching a missile fragment. Homes damaged in Tel Aviv-Yafo, Beit Shemesh, Ramat Gan, Bnei Brak, and Shoham (serious home damage). Route 431 had one lane closed due to debris."
tp4_59,tp4_osint_repo,tp4,59,59,2026-03-16T11:00:00Z,2026-03-16T10:45:00Z,2026-03-16,Central Israel and Jerusalem. One casualty from glass shards caused by missile impact or interception debris. One man in Jerusalem lightly wounded by missile fragment.,IL,Israel,Ballistic missiles. Specific type unconfirmed.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.07,34.78,https://www.jpost.com/israel-news/defense-news/article-889920 | https://www.timesofisrael.com/liveblog-march-16-2026/,"Fifty-ninth wave of Operation True Promise 4. Day 17 (March 16). Follow-up missile volley shortly after wave 56, targeting central Israel and Jerusalem. One man wounded in moderate condition after glass shards struck his head, evacuated to hospital. A man in Jerusalem was lightly wounded by a missile fragment."
